
Section	Id	Action
Main	_RS0670e47d90e8c7b6341c226023aeeb2219c105ea	Script: X-Raym_List all audio takes paths in the console.lua
Main	_RS237c03d3d013596b2c605fd26efe96bf39dca772	Script: X-Raym_Keep selected only X items randomly.lua
Main	_RSa225723e10f7922a769d5bb6caa2b163faf9adc4	Script: X-Raym_Keep selected only active takes audio under or over peak volume threshold.lua
Main	_RS9b977dc90705e072327dfa68aec2ad00d6db7572	Script: X-Raym_Keep selected items with X channels only.lua
Main	_RS2843be68e209116181b1200e29db5ec5e72386a8	Script: X-Raym_Invert selected items fades.lua
Main	_RS768efc96ead2a30e863e8001f284b8a3137d319a	Script: X-Raym_Group selected items according to their order in selection per track.lua
Main	_RSd98f671499163bba5e2450dd41dbe646820c0a88	Script: X-Raym_Export selected items as tab-delimited regions CSV.lua
Main	_RSf53c636f97a69de3137911ea21e79b8ff22b223b	Script: X-Raym_Exclude items with or without fades from selection.lua
Main	_RSdd774542c81cefc7724c5d125a7aab3ad1c8ca12	Script: X-Raym_Display TagLib metadatas of first selected item active take.lua
Main	_RSe2949c7b87689854ff0062b7951ada476bc5a0b0	Script: X-Raym_Display sum of length of selected media items in the console.lua
Main	_RS16a1bb7c900739396b67e983e06b6bcf1ac96e29	Script: X-Raym_Display list of selected media items active take names in the console.lua
Main	_RSbf218aea7a8cf70d63d51b085a6b178dc0cfccd8	Script: X-Raym_Color selected items from regions.lua
Main	_RSa7a2203b633fce51cfd344fa6eca0c331b788abc	Script: X-Raym_Color selected items from regions at their middle position.lua
Main	_RS4cc2eed4888de37cd92fff577c7411b75d31d710	Script: X-Raym_Apply volume of previous item on track to selected items.lua
Main	_RSd782de972bb6994a1b271dd80a2854348e464089	Script: X-Raym_Apply selected active takes volume to their items volume.lua
Main	_RS022a84dc596fdaa4ee333cfe21a029a3133b48c8	Script: X-Raym_Add take markers from project markers to selected takes.lua
Main	_RS091fe7f1a5202a295e5ea8785de69ffec21d70d1	Script: X-Raym_Add stretch markers to selected items at tempo markers.eel
Main	_RS85eb7747e870b5f19de9182d622ad0d957b6c328	Script: X-Raym_Add stretch markers to selected items at grid divisions.eel
Main	_RS6d65f1f102815623e802c41920dd90ffb464ac18	Script: X-Raym_Add named and colored take markers to selected takes at play cursor position.lua
Main	_RSa7398177dc9c60e0f8596c1e960ab89eee64bbd7	Script: X-Raym_Add empty source take to selected items.lua
Main	_RS788b0d8a61b43c05aa56df60c01385c2b2a23afa	Script: X-Raym_Add all items on selected track into item selection.lua
Main	_RS71e8ffb5f2335b1d278a1fb49b78f811526b9bd1	Script: Viente_X-Raym_BPM Converter.lua
Main	_RSee4cc4d08fadb50c2aa07454b4b41bf11f1e2f1e	Script: tritonality_X-Raym_Cubase_Style_SelectTrack_On_ItemSelect.lua
Main	_RS1a40e8624f456591931ad41589f830b2ed96f142	Script: timatkins_Set selected items active take according to take under mouse colour.lua
Main	_RS73226a04e5e90f78c1eb8b52c399325ef6b713b6	Script: mpl_X-Raym_Unlock selected items for 5 seconds.lua
Main	_RSd2c0afdbdca22381e0d6fb6b2f38c760401bafea	Script: X-Raym_Trim selected items at first and last transient.lua
Main	_RSbe7e91dea7628f639e093aea2cc46a35c7ec45b2	Script: X-Raym_Trim right edge of selected items to last transient.lua
Main	_RS347df1544781c3c08e3f6da12811e198b358e56d	Script: X-Raym_Trim right edge of item under mouse to edit cursor without changing fade-out start.eel
Main	_RS7dbc6c31dfcb93bfa2899c560a5d4a13658b2193	Script: X-Raym_Trim left edge of selected items to first transient.lua
Main	_RS33273570a295cfcfcb2b0c35cc3587698169144e	Script: X-Raym_Trim left edge of item under mouse to edit cursor without changing fade-in end.eel
Main	_RSc8443eb03edecbd20edeb9e7cd27f55fd3097f0e	Script: X-Raym_Trim left edge of item under mouse or the next one without changing fade-in end.lua
Main	_RSf031c7eaa04b8948280486138f00bc5bf412a01b	Script: X-Raym_Trim items by common time section in selection columns.lua
Main	_RS1aa8ff2703edd7fcfcf555a40b26a0f64e57626d	Script: X-Raym_Stutter edit selected media items.lua
Main	_RSacf122aed598f5f41b7694934598cb6cb8b2c6a4	Script: X-Raym_Stretch selected items with new length.lua
Main	_RS6dd6cbc52ca732899f08d9a73f804b1e1bde4399	Script: X-Raym_Split selected items every X seconds intervals.lua
Main	_RS2d4f5fa9faff65a9cae14178627cfed7f3e90aea	Script: X-Raym_Split selected items at regions.lua
Main	_RSa170c9f3ffe6307630bb0bc546d8b09a2252dbec	Script: X-Raym_Split selected items according to items on selected tracks.lua
Main	_RSa8878997f2fb9de12c00a16fb8d714cc34e3fc8c	Script: X-Raym_Split selected items according to items on first selected track and keep new items at spaces.lua
Main	_RS67b8c71b1731183ab14c5a560e2ec3dfaeef4616	Script: X-Raym_Split first selected item at edit carret position in SWS notes window.lua
Main	_RSf99f1782defb7a7fdef54f547de441137ff1f405	Script: X-Raym_Sort selected items order by takes names alphabetically keeping snap offset positions per tracks.lua
Main	_RSf5a77439518fe43806c2182ae27a5efc65754c48	Script: X-Raym_Sort selected items order by item notes alphabetically keeping snap offset positions per tracks.lua
Main	_RS3d18b570bce07deb1451c5e24d19c4284550835d	Script: X-Raym_Sort selected items columns order by item notes alphabetically keeping snap offset positions per tracks.lua
Main	_RSe9b30010e023c852fc5068eb8b6d89b8e2c79dd5	Script: X-Raym_Sort selected items columns order by item names alphabetically keeping snap offset positions per track.lua
Main	_RSda04c70504b1fa88662cd9c7765108a6bdac5332	Script: X-Raym_Snap selected items to the previous item end on their track.eel
Main	_RS0ca9bb112ed313d67a25ad2279da2f1fcb418df6	Script: X-Raym_Snap selected items to region or marker with same name as their active take.lua
Main	_RSf96b107d0d1e9e0c87e3c7ab4223833755aa3025	Script: X-Raym_Shuffle order of selected items keeping snap offset positions and parent tracks.lua
Main	_RS3d808f0790deeb775578bd58382132d62d28d59b	Script: X-Raym_Shuffle order of selected items columns keeping snap offset positions and parent tracks.lua
Main	_RS586072a2688af56179d8c2b40df655c774cca9f5	Script: X-Raym_Shift selected takes source audio content position randomly.lua
Main	_RS39356a1b8202a838bfff46181508409cdac09e86	Script: X-Raym_Set selected takes playrate keeping snap offset position and adjusting length.lua
Main	_RSab4f7cad83e381015c95e4300c5646eea2b9b836	Script: X-Raym_Set item under mouse start and end to items selection.lua
Main	_RSc6cc42edab2af187511d51c5b23f45224d61540a	Script: X-Raym_Replace similar MIDI takes by pools.lua
Main	_RS22be1af2fac5b33743456492c3bc3e041f44882a	Script: X-Raym_Remove item under mouse (restoring fades).lua
Main	_RSd170a8f3b7d1349eb0db8191cd5ab24dd48a7633	Script: X-Raym_Quantize selected items to previous marker position.lua
Main	_RS1657e2d1287d8c645f1608c756f4d2eed615dbc2	Script: X-Raym_Quantize selected items to next marker position.lua
Main	_RSd7bcfe3594a3e46cd26bca8aa00006f61d306559	Script: X-Raym_Quantize selected items to closest region start.lua
Main	_RS40b2471f3e5ac34095b1b32a8fe0a8568cecd671	Script: X-Raym_Quantize selected items to closest marker position.lua
Main	_RSa3b8138bbbe34ffdb1e1c9a6f6a84a967b0a9af2	Script: X-Raym_Quantize selected items start and end to closest frame.lua
Main	_RSa28b406cae193fb459de179e62bab0895bf74caf	Script: X-Raym_Quantize selected items start and end to closest frame inside them.lua
Main	_RS0be07e9e9b9bb9a23c89163e0147a77d06a3e33d	Script: X-Raym_Quantize selected items edges at grid unit inside them if possible.lua
Main	_RSbc5fda7d4c708ae4199d6d19a55b03e0306822ab	Script: X-Raym_Multiply selected items length by two avoiding overlapping with next item.eel
Main	_RS676ea678c7d67f33828677768e9092ef45a968bb	Script: X-Raym_mpl_Expand selected takes length and rate to edit cursor and propagate to other item in selection.eel
Main	_RS89bbfea43627e3169fc631245817586999640718	Script: X-Raym_Move selected items up to the top visible track.lua
Main	_RS8caa1f0ee9946e8b86760b8063a5d8e825d460ae	Script: X-Raym_Move selected items to next item on their track.lua
Main	_RS7808ddff0c5ce2cc939e198bff1c1b7f5c9e9619	Script: X-Raym_Move selected items to next item on all visible tracks.lua
Main	_RS2066a2bd9490ea1a5bdbb1dbfdf16abc07c9992e	Script: X-Raym_Move selected items to end of previous items on all visible tracks.lua
Main	_RS6fcae43f8620a6902eaafe8cc48155edcdf991df	Script: X-Raym_Move selected items position right according to their snap offset.lua
Main	_RS5b077843ed33aac3839fe9b0dad7eac88df4c004	Script: X-Raym_Move selected items position left according to their snap offset.lua
Main	_RS68336e8b133a5c6105f08692436f4c697c3456fa	Script: X-Raym_Move right edge of item under mouse to edit cursor according to ripple state.eel
Main	_RS36c4d77bc28d50f26b6283f8ee7ce749d3e6fa53	Script: X-Raym_Move right edge and content of item under mouse to edit cursor according to ripple state.eel
Main	_RS10b7c0cd9ff149acbf73c276e10b7859005a7dc2	Script: X-Raym_Move left edge of item under mouse to edit cursor according to ripple state.eel
Main	_RS8824556f91ccf1ff961ceb9d1168b76de2e4deec	Script: X-Raym_Move left edge and content of item under mouse to edit cursor according to ripple state.eel
Main	_RSddf9bfaab5e4a2b2ded3dedfff719400b1cdf96d	Script: X-Raym_Move items to start preserving groups timing relative positions.lua
Main	_RSdd3bcbdbc30754b8a4594b22c221dfe7628d0cc5	Script: X-Raym_Move item position of item under mouse to edit cursor according to ripple state.eel
Main	_RS7bc046071c11e659a44296578005b30a01edfbfc	Script: X-Raym_Move item position of item under mouse to edit cursor according to ripple state preserving end.eel
Main	_RS85fff985f66e6ade32404e350d41259e480036a1	Script: X-Raym_Implode selected items on same track into takes preserving position.lua
Main	_RSdca20ec4c55029708c7ad55f8da4542a3a0a7165	Script: X-Raym_Glue selected items independently.eel
Main	_RS45e70ea376ed452597d11119f680960e0fa671f7	Script: X-Raym_Explode selected items on tracks below.lua
Main	_RS9648c590d1c88378427d2c985bcc8e7caa6b1379	Script: X-Raym_Explode multi channel items on two tracks without render (stereo).lua
Main	_RS1fb8e25b5b2417499123ad6c906447b7998d6003	Script: X-Raym_Expand selected items length to the next item position if close enough.lua
Main	_RS4c442c0372f483f0bce0ff5574b1e21acbb53262	Script: X-Raym_Expand selected items length to start and end of their source.eel
Main	_RS22a3e78fcde33c1fd794642731947fa8eac91d34	Script: X-Raym_Expand left edge of item under mouse to edit cursor keeping snap offset position and apply to other selected items.eel
Main	_RSe624ee67a48f6ecb1612528af41ca56d6f6b5427	Script: X-Raym_Expand item under mouse to next item end.lua
Main	_RS2263a96940366ca3266445b5e7fec193ecb2379a	Script: X-Raym_Expand first selected item to next item end.lua
Main	_RS9aff7419c48e723456c5b129cfa98cc46e81a5b2	Script: X-Raym_Expand first selected item per track to end of last selected ones and delete inbetween ones.lua
Main	_RS42cd2287439843b0311d216bfbf34dfca69855fa	Script: X-Raym_Delete selected items sections in time selection if cursor enter time selection and ripple new items.lua
Main	_RSd62eaf9d289062120e6d111382b9d7eeb6b14de9	Script: X-Raym_Delete selected items and ripple edit adjacent items.lua
Main	_RS60e9acada829911596d8fbad6c517dff27ad4920	Script: X-Raym_Create seamless loops from selected items sections inside time selection.lua
Main	_RS9466d1432b5e38250fb8efb48f8b73c249858757	Script: X-Raym_Copy selected items and paste at mouse position.lua
Main	_RS8dbfcb831f45bf664fb8300ba8ad799c6993c887	Script: X-Raym_Convert selected looped items into items and pooled midi.eel
Main	_RS551e4212e4c414fbc59bfdc02d798e7c3293b8d5	Script: X-Raym_Convert selected looped items into independent items.eel
Main	_RSe090cf929492e7a90876c960566a6e94d97ca52d	Script: X-Raym_Align selected items across tracks.lua
Main	_RSa16e50501842064d0494d0590112333cc856557a	Script: spk77_Quantize items to grid using item snap offset.eel
Main	_RS9655cf3a022ce8dcf0e4a8818ac18e6d6b1b7709	Script: spk77_Glue selected items preserving names.eel
Main	_RS23c812d78b2a8edb0a673b39cd3510a01b28257b	Script: X-Raym_Toggle selected tracks FX except those with (ON) and (OFF) suffixes.lua
Main	_RSdbe7f297cdb1c6ad2754ccb1281684655a8bea0a	Script: X-Raym_Toggle JS Pitch Shifter and Reapitch on selected tracks according to record arm.lua
Main	_RSbda4579300f6434892274c8c862fb3a06d6664a7	Script: X-Raym_Toggle all FX except those with (ON) and (OFF) suffixes.eel
Main	_RSdc09b98e8b18ecfaa6e21c479fbb408b9d90e67e	Script: X-Raym_Set selected tracks FX parameters values from last focused FX.lua
Main	_RSf80b55ca71fcf2e003198d81108536f895adfb2b	Script: X-Raym_Set selected tracks FX parameters values from last focused FX (real-time).lua
Main	_RS0ba8b43499c1671e6a9fd35400eae352739810c8	Script: X-Raym_Set selected tracks FX parameter value from last focused FX last touch parameter.lua
Main	_RSe1210a0acfd5139d30b2fed43a7a75c893c79417	Script: X-Raym_Set inactive take FX of selected items offline.lua
Main	_RSb1424ca525a0d47ec90a00c9bdc3b0389dbb68ae	Script: X-Raym_Propagate last focused FX parameters values but bypass to similarly named FX on child tracks (real-time).lua
Main	_RS9e1fa13da1847da6d045be2e1983bf7f98d83792	Script: X-Raym_Leave open only focused FX and minimize the others.lua
Main	_RS637dc7088f08a6c203721d1cb082c4175cd42af8	Script: X-Raym_Insert FX.lua
Main	_RS8f316930581c7fe942a78c316dff0198dede4ea3	Script: X-Raym_Bypass inactive take FX of selected items.lua
Main	_RS659cfd309b1f2a08fe1d971e28ae0cdc9a839149	Script: X-Raym_Functions - console debug messages.lua
Main	_RSe9b0cf5d521f04a0aafafb9b8ef0a55748f75ac3	Script: X-Raym_Functions - console debug messages.eel
Main	_RS6d28b36d81dd000b599affaf20901eff759a55a9	Script: spk_slider_class.eel
Main	_RS9ee491702cc483f1d0e0aa9371355d3a3910c97e	Script: spk77_slider class.lua
Main	_RSaaa2df93bb145d4ec50999f15a02f57a3f7fae24	Script: spk77_Save table to file and load table from file_functions.lua
Main	_RS69479def9267c92cba7fc217673d081b932d17fc	Script: spk77_Get take RMS.lua
Main	_RS0d9fa97f357286ffbb411444bebf9d7e2b9d0775	Script: spk77_Get max peak val and pos from take_function.lua
Main	_RS67bcbc0ac5e0bb438fbc6143c4bdba386c0d4dc8	Script: spk77_class.lua
Main	_RSad8d9ded044d872d1d1a31b913791b5ea1350b60	Script: spk77_Button colors.lua
Main	_RSfe050379e9b48ca5994900cea406aeaaa6f4b708	Script: X-Raym_Pan active takes randomly (normal distribution)_OneSeed.eel
Main	_RS31665c6274f81b0b6a988ff87df785dc5c68cfcf	Script: X-Raym_Pan active takes randomly (normal distribution) with GUI - OneSeed.eel
Main	_RS41e59f1f2577cdecefe3d3e5552b96d1dc70ae7d	Script: X-Raym_Create take pitch envelope (random points - with GUI).eel
Main	_RSacf6463b9fe716eb5f2031526881f786d7902441	Script: spk77_Pan active takes randomly (normal distribution).eel
Main	_RS6eb6324ce3dbfce8d4a918f6355d7a5835d1bc8e	Script: spk77_Pan active takes randomly (normal distribution) with GUI.eel
Main	_RS8d21f71737e400325d99778970dc850a4729805e	Script: spk77_Create take pan envelope from take pan.eel
Main	_RS6e9c950ca3ecbfae4dad005b1e910fdfeab89c2f	Script: X-Raym_Trim selected tracks parameters values with envelopes values at edit cursor.lua
Main	_RS0e57bd1a112d1aa88853862e854a1faf80755676	Script: X-Raym_Toggle envelopes active state property.lua
Main	_RSf7d849a57810a27059294a47c49d357f60b32ee5	Script: X-Raym_Toggle envelope fader scaling.lua
Main	_RS10aea874d06cc6af70877730ad8535ad489e138e	Script: X-Raym_Toggle certain envelopes properties.lua
Main	_RSf38962df0cdf190eea9b863095a62cf3062b4d65	Script: X-Raym_Set selected tracks parameters values with envelopes values at edit cursor.lua
Main	_RSc2379636c869b93999885ec8732c8fdb58a5aec1	Script: X-Raym_Set or Offset envelope points value.lua
Main	_RSd06748c4779e9d8ea003488f2edec9bfbe5c30f4	Script: X-Raym_Set or Offset envelope points preserving edges if time selection.lua
Main	_RS7546af0bc3da72d691972563583ee6e2ea07a979	Script: X-Raym_Set flat points value in time selection.lua
Main	_RS9560193b19d0cfa26296272fe9065b80428094f8	Script: X-Raym_Set flat points value in time selection preserving edges if time selection.lua
Main	_RSf46679b5ea8e80ea7da0a6bc56339ccbdf9c5d1b	Script: X-Raym_Set envelope as active and armed.lua
Main	_RS611852a4d58c07c4efb2a9dae4006de497149a34	Script: X-Raym_Select redundant envelope points.lua
Main	_RSc196c5095e04b9a15463afd905693513e3d39d29	Script: X-Raym_Select envelope points in visible armed envelope of selected tracks.lua
Main	_RS2747f0c69167bd36553835fd32e83fbc5f91f9e1	Script: X-Raym_Reset envelope with value estimated by regular intervals.lua
Main	_RS570ef10bf3da411dda6a0d9de60d624c91ea29fa	Script: X-Raym_Reset envelope with value at edit cursor.lua
Main	_RS4838b4c84d5fbd6fe3745e2b7852ecefdc3a77a3	Script: X-Raym_Reset envelope with default value.lua
Main	_RS604913640934601ac8ac9908b315b79a0f299290	Script: X-Raym_Replace envelope points by linear points at regular interval.lua
Main	_RS5b0e796fee593fba6d293bb735cfa353ee6a8e03	Script: X-Raym_Quantize envelope points.lua
Main	_RS71f822e208457a7c86a4ee46aafe44f5600fa573	Script: X-Raym_Invert envelope points values.lua
Main	_RS5e5003fe30b1880aaefcbe3400a4e48d78600764	Script: X-Raym_Invert envelope points values preserving edges if time selection.lua
Main	_RScae56e5d977cfb432ebc1598820929e678c76837	Script: X-Raym_Invert envelope points selection.lua
Main	_RS73ab60deb18b2446ea6474a9303627cfe24a7021	Script: X-Raym_Hide envelope and set it as inactive.lua
Main	_RS5b3ae325abeb8a97feea440ef1690eadd1f5cf25	Script: X-Raym_Delete selected points on selected tracks visible armed envelope.lua
Main	_RS2103220e5d6769f7018c1cd8325d90182294e60c	Script: X-Raym_Delete envelope points.lua
Main	_RS23a0074e4066d7121b3f544f79cac199c15e7252	Script: X-Raym_Delete envelope points preserving edges if time selection.lua
Main	_RS10095b248791ed5fc5fff80cd4c94b6602b10cc0	Script: X-Raym_Delete envelope points below consecutive threshold (envelope smoother).lua
Main	_RSf7007d2cedd0c534b39fbffac6535070fce1957e	Script: X-Raym_Delete envelope points at cursor position.lua
Main	_RScfb8d1a2ea6b9752012590c2f7650c604295c0de	Script: X-Raym_Copy envelope values at edit cursor and paste at time selection.lua
Main	_RSb44597af9097120c89c78f9b93c4aa3b4de075b9	Script: X-Raym_Copy envelope values at edit cursor and insert at time selection.lua
Main	_RSf39cd36f9ff163cdd1358eea07010d29bc7e27e2	Script: X-Raym_Copy envelope points in time selection and paste at edit cursor.lua
Main	_RS5710acc5b79446a64f5a33c4ae5e9cb7daadd8b8	Script: X-Raym_Copy envelope points in time selection and paste at edit cursor preserving destination edges.lua
Main	_RSd1b95f2519525e35d141bce0e881937957e0bae4	Script: X-Raym_Clean inactive and hidden envelopes.lua
Main	_RSdd2613b076c3688c169afeb303544be90101ac3d	Script: X-Raym_Add points on envelopes at regions.lua
Main	_RSc8b50a87a847ae5f7748d5e253061cc0d684a981	Script: X-Raym_Add points before and after selected points.lua
Main	_RS5f06ae40859ca8dcea6257513e937034d79781a6	Script: X-Raym_Add point on envelopes at edit cursor.lua
Main	_RSbadcd26402137a83da62264ad96bd518ec577949	Script: X-Raym_Add point on envelopes at edit cursor with min value.lua
Main	_RSae5037f2ce9a1bc386efb22e25a5d64baaf7fe41	Script: X-Raym_Add point on envelopes at edit cursor with max value.lua
Main	_RS36fd680e258a1e7173e605f3b6837786dce95b07	Script: X-Raym_Add point on envelopes at edit cursor with center value.lua
Main	_RS353237bdac45183c3c70ed248aeb6cff558fb458	Script: X-Raym_Add envelope points at time selection edges from XdB to XdB preserving edges on Volume envelope.lua
Main	_RSc61cb1c61740f7b9e68ea1d79c13e3ddf649ba46	Script: X-Raym_Add envelope points at time selection edges from X to Y preserving edges on choosen envelopes.lua
Main	_RS4cbe2c3e9f45de6e1414e957b61863fedb7edabb	Script: X-Raym_Add envelope points at time selection edges from min to min preserving edges.lua
Main	_RSddbd584ce2b77d23a5bc7e743ac28cbb193e8a88	Script: X-Raym_Add envelope points at time selection edges from min to max.lua
Main	_RS63818c19b613c62d53ae086bab70bc00bb9202bd	Script: X-Raym_Add envelope points at time selection edges from min to max preserving edges.lua
Main	_RS5b8eca7f3aa8dd149d8ad8e8b1a156a0a7768045	Script: X-Raym_Add envelope points at time selection edges from min to center.lua
Main	_RS93e9810f3b483b3ecc88b57a3d3d4337712b2e1d	Script: X-Raym_Add envelope points at time selection edges from min to center preserving edges.lua
Main	_RSdc77830d1bde7341c55101f76d74c6d928b1f888	Script: X-Raym_Add envelope points at time selection edges from max to min.lua
Main	_RS259202623716f8e31929ef81a9b223f1c4cead0a	Script: X-Raym_Add envelope points at time selection edges from max to min preserving edges.lua
Main	_RSda13b75d64238f84ad57a2804dba008d57daf1ca	Script: X-Raym_Add envelope points at time selection edges from max to max preserving edges.lua
Main	_RSddf1458e849f7d0946ce63fb3c916bd59b7d473e	Script: X-Raym_Add envelope points at time selection edges from max to center.lua
Main	_RS992a0da309a786c730a141e6314a6b3b19f3acbf	Script: X-Raym_Add envelope points at time selection edges from max to center preserving edges.lua
Main	_RSd93b8a103992c76c003d6e1f13dcb31f58aaae3a	Script: X-Raym_Add envelope points at time selection edges from center to min.lua
Main	_RSd6754042549db284f1c5a49599a9fa41c4a4064b	Script: X-Raym_Add envelope points at time selection edges from center to min preserving edges.lua
Main	_RSe183bba919e569b5f1b9fe4b6f2580e99d8300d2	Script: X-Raym_Add envelope points at time selection edges from center to max.lua
Main	_RS9ac326aa7b180de3a5bdc6f9dbc87e352110899c	Script: X-Raym_Add envelope points at time selection edges from center to max preserving edges.lua
Main	_RS9540ee1cd518e60a5c7870f880cfa21914e3cef3	Script: X-Raym_Add envelope points at time selection edges from center to center preserving edges.lua
Main	_RS3d17d8465ffdd07054b5ef8c0652019220fc4faa	Script: X-Raym_Add envelope points at regular interval and set all points to linear.lua
Main	_RS32d1521202e938fc57cc0fb899f1e8e82882924a	Script: X-Raym_Add envelope point on previous point position from next point value.lua
Main	_RSf24900f3b5f367aab64725afb25d5a0b02b08c6c	Script: X-Raym_Add envelope point on next point position from previous point value.lua
Main	_RS57c693e1c8d38b32af98b1fe44593b199716d50b	Script: X-Raym_Merge visible armed envelopes of selected track to selected tracks VCA like).lua
Main	_RS01405fd8d0b982d26f88867cfd8a38da3c5d7a16	Script: X-Raym_Copy visible armed envelope points in time selection of last touched track and insert in selected tracks.lua
Main	_RS82677e647421b6e42f5e810c922d13be0b326938	Script: X-Raym_Copy visible armed envelope of last touched track and paste to selected tracks.lua
Main	_RS11c72e8a39c4f0945cff46954747f1921f2f5307	Script: X-Raym_Set or Offset selected envelope points value.lua
Main	_RS9bbe662784f901691bb25402f359e4ccf8893dbc	Script: X-Raym_Round selected envelope points value.eel
Main	_RS74821442666c341c277504dcbbd3058f06674216	Script: X-Raym_Randomize selected envelope points value.lua
Main	_RSdcd8d855789c21c0dc5d53c6f25544435256a2e4	Script: X-Raym_Fade out master envelope at each selected items end.lua
Main	_RS3874c530a451a4be9df3f5d4b90acf0f5621db1c	Script: X-Raym_Move edit cursor to start of region under play or edit cursor.eel
Main	_RS1c0a2e9634e9bd8f3e1373d2bd65968ba4d514c4	Script: X-Raym_Move edit cursor to start of region under play or edit cursor and play.eel
Main	_RSf0e0d84c44ecb254aff79f4e8f6c6af8cf375fa9	Script: X-Raym_Move edit cursor to previous frame.lua
Main	_RSf7057531566864c3f1ae41c637c1859be7d1f08b	Script: X-Raym_Move edit cursor to next frame.lua
Main	_RSd27b12681630457c01c5dd2203135a9f69ea6ab7	Script: X-Raym_Move edit cursor to first selected item snap offset.lua
Main	_RS10f6b4c89096cfc2221c0b99a03b636e0a71a22d	Script: X-Raym_Move edit cursor to end of region under play or edit cursor.eel
Main	_RS37968aa7a85e7c94c4171f4e567b5740e5deb3bb	Script: X-Raym_Move edit cursor to end of region under play or edit cursor and play.eel
Main	_RS7ae7c91cdc4bac2f4392b2da7660ef4d59beb930	Script: X-Raym_Go to start of previous region.lua
Main	_RSea04661b6c390f439a5974e4dbfaa9a8991fc4b2	Script: X-Raym_Go to start of previous region (strict).lua
Main	_RS273ab39de0f8fcfd12afd01f3dca7ce0d5722acd	Script: X-Raym_Go to start of next region.lua
Main	_RS21feb9e8f9ca0939150f4da049e71eced52cd615	Script: X-Raym_Automatically set edit cursor pos at mouse position if mouse over ruler.lua
Main	_RS34e8cd981c6457c89d30ff750fbd09b136b6614c	Script: X-Raym_Set selected tracks items and takes color from mouse context.lua
Main	_RSb7f6fddd208c800128f2bd10eaccaab8dd9e901f	Script: X-Raym_Set selected tracks and takes color.eel
Main	_RS50ace232c2031e779295182f621a1a4366749d78	Script: X-Raym_Set selected tracks and takes color from HEX value.lua
Main	_RS753f276dac34df35d93201ead5b223bdf726a4bd	Script: X-Raym_Set selected takes or items color from their visible color.eel
Main	_RSc26aa9e0217d0f2b089d038a2991a22e1a8115be	Script: X-Raym_Select items with same color as mouse context (or first selected item) on selected tracks.lua
Main	_RSc94b07a98c30fd8d779c1197e01666153bc7da01	Script: X-Raym_Display color of selected tracks items and takes in the console.eel
Main	_RSf1d06f37cd4437599b571bcf1e34a9ab285073ae	Script: tompad_Practice coach.lua
Main	_RScd232e5733713199ee6c5eed88861beee37c43e5	Script: tompad_obliques.lua
Main	_RS98a37b2d1d2d6e3611c88c1fc7d5b85964ed3cf6	Script: tompad_MusicMath.lua
Main	_RS5b9dbe04b6bb4713486c28f9915af87e98c2c47f	Script: tagirijus_Prevent item extend on record.lua
Main	_RS3622322e0045aaa4251d8076445c944ebf369f9b	Script: spk77_Track Tags.lua
Main	_RScf14c897a156df45d2a74ea82835330563e7c7f4	Script: spk77_Track IO mixer.lua
Main	_RSec27c8e05f5dac8acf55189c0cf09f8f10efc57d	Script: spk77_Track FX selector.eel
Main	_RS6b7536b7b6490214e7401d7c4baa575de297c973	Script: spk77_Time display tool.eel
Main	_RSb1c1db982c0f51c144a15398cb1b64569c3235ce	Script: spk77_Insert empty space at time selection (prevent moving locked items).eel
Main	_RS188c1ad8019f566f0f688711fb69fce8001af531	Script: spk77_Info display (mouse cursor context).eel
Main	_RS8e13fce2d44910b6b2e557fc0664b3aa9294b9e0	Script: spk77_Convert stretch markers to MIDI notes.eel
Main	_RSd79a9522480b067b868611685a6c91ef6599b5c0	Script: spk77_Convert MIDI notes to stretch markers.eel
Main	_RSd2c50352071c8efc7b30515326ea663284e96800	Script: spk77_Clock.eel
Main	_RS789298d7ef88832644413ba7553f67c238ba82cb	Script: sexan_Project time counter.lua
Main	_RS49f231cd59d499bc81f107d10122d3a25d945191	Script: PL9_Source Time Position Tool.eel
Main	_RSf0b7ef177e50418a1beed0e6866ab3340b1a2dc4	Script: PL9-amagalma_Source Time Position Tool v2.lua
Main	_RS86fb6ba4fe28459816a1937af8723e83eed60fdc	Script: pandabot_ChordGun decrement chord inversion.lua
Main	_RS5a808693f62d570bbda6fc4042c0579e10539098	Script: pandabot_ChordGun decrement chord type.lua
Main	_RS9fad3a998ee7ea3460bb68be4ee688f5d28ff3e2	Script: pandabot_ChordGun decrement octave.lua
Main	_RS3c18dd0f35d3a7211f5ba1b2f4846ce3bfa3c7f8	Script: pandabot_ChordGun decrement scale tonic note.lua
Main	_RS59d0020e69a76e374a61a11a4f87bb866bad537b	Script: pandabot_ChordGun decrement scale type.lua
Main	_RSe1d3e11937e9331ff1a314254e85a838aebcfc70	Script: pandabot_ChordGun double grid size.lua
Main	_RSbd50ef003f0d6f4cd7ad40444cf032a4cab35fbc	Script: pandabot_ChordGun halve grid size.lua
Main	_RS10555bb8b8497591248f36633f501dc7cac9174e	Script: pandabot_ChordGun higher scale note 1.lua
Main	_RSaebcbf809f6c1322c771a08c3d174c32a5297136	Script: pandabot_ChordGun higher scale note 2.lua
Main	_RS9eabdfdb66cfb4fe063a2737f6ee95dd8c278ebe	Script: pandabot_ChordGun higher scale note 3.lua
